,obs,dependent,ES,N,t1,t2,study,design,n1,n2,sd1,sd2,ESLower,ESUpper,paper,doi,independentProperties,SE,categoryT1,categoryT2,IV_new,ESType
10,https://data.cooperationdatabank.org/id/ENG00026_1.1.1.3.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-0.155425,8.0,https://data.cooperationdatabank.org/id/ENG00026_1.1.1,https://data.cooperationdatabank.org/id/ENG00026_1.1.3,https://data.cooperationdatabank.org/id/ENG00026_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/2,8.0,8.0,1.297,1.315,-0.401901,0.0910498,https://data.cooperationdatabank.org/id/ENG00026,http://dx.doi.org/10.1080/17565529.2016.1174664,['https://data.cooperationdatabank.org/vocab/prop/blockOfCooperation'],0.3560151826752231,1,3,https://data.cooperationdatabank.org/vocab/prop/blockOfCooperation_H2,NullFinding
11,https://data.cooperationdatabank.org/id/ENG00026_1.1.2.3.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-0.0060022,8.0,https://data.cooperationdatabank.org/id/ENG00026_1.1.2,https://data.cooperationdatabank.org/id/ENG00026_1.1.3,https://data.cooperationdatabank.org/id/ENG00026_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/2,8.0,8.0,1.35,1.315,-0.251004,0.239,https://data.cooperationdatabank.org/id/ENG00026,http://dx.doi.org/10.1080/17565529.2016.1174664,['https://data.cooperationdatabank.org/vocab/prop/blockOfCooperation'],0.34900038518811705,2,3,https://data.cooperationdatabank.org/vocab/prop/blockOfCooperation_H3,NullFinding
12,https://data.cooperationdatabank.org/id/ENG00026_1.2.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-0.164389,8.0,https://data.cooperationdatabank.org/id/ENG00026_1.2.1,https://data.cooperationdatabank.org/id/ENG00026_1.2.2,https://data.cooperationdatabank.org/id/ENG00026_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/2,8.0,8.0,1.272,1.0759999999999998,-0.41103900000000004,0.08226019999999999,https://data.cooperationdatabank.org/id/ENG00026,http://dx.doi.org/10.1080/17565529.2016.1174664,['https://data.cooperationdatabank.org/vocab/prop/blockOfCooperation'],0.3274491398122751,1,2,https://data.cooperationdatabank.org/vocab/prop/blockOfCooperation_H1,NullFinding
13,https://data.cooperationdatabank.org/id/ENG00026_1.2.1.3.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-0.208985,8.0,https://data.cooperationdatabank.org/id/ENG00026_1.2.1,https://data.cooperationdatabank.org/id/ENG00026_1.2.3,https://data.cooperationdatabank.org/id/ENG00026_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/2,8.0,8.0,1.272,1.4069999999999998,-0.456646,0.0386754,https://data.cooperationdatabank.org/id/ENG00026,http://dx.doi.org/10.1080/17565529.2016.1174664,['https://data.cooperationdatabank.org/vocab/prop/blockOfCooperation'],0.3727874870810552,1,3,https://data.cooperationdatabank.org/vocab/prop/blockOfCooperation_H2,SmallNegativeES
14,https://data.cooperationdatabank.org/id/ENG00026_1.2.2.3.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-0.0674953,8.0,https://data.cooperationdatabank.org/id/ENG00026_1.2.2,https://data.cooperationdatabank.org/id/ENG00026_1.2.3,https://data.cooperationdatabank.org/id/ENG00026_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/2,8.0,8.0,1.0759999999999998,1.4069999999999998,-0.312774,0.177784,https://data.cooperationdatabank.org/id/ENG00026,http://dx.doi.org/10.1080/17565529.2016.1174664,['https://data.cooperationdatabank.org/vocab/prop/blockOfCooperation'],0.4115422368404807,2,3,https://data.cooperationdatabank.org/vocab/prop/blockOfCooperation_H3,NullFinding
15,https://data.cooperationdatabank.org/id/ENG00026_1.3.1.3.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.10993599999999999,8.0,https://data.cooperationdatabank.org/id/ENG00026_1.3.1,https://data.cooperationdatabank.org/id/ENG00026_1.3.3,https://data.cooperationdatabank.org/id/ENG00026_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/2,8.0,8.0,1.232,1.0090000000000001,-0.135803,0.355675,https://data.cooperationdatabank.org/id/ENG00026,http://dx.doi.org/10.1080/17565529.2016.1174664,['https://data.cooperationdatabank.org/vocab/prop/blockOfCooperation'],0.3231437725377175,1,3,https://data.cooperationdatabank.org/vocab/prop/blockOfCooperation_H2,NullFinding
16,https://data.cooperationdatabank.org/id/ENG00026_1.4.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.33576100000000003,16.0,https://data.cooperationdatabank.org/id/ENG00026_1.4.1,https://data.cooperationdatabank.org/id/ENG00026_1.4.2,https://data.cooperationdatabank.org/id/ENG00026_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,8.0,8.0,1.32067,1.25167,-0.6511020000000001,1.3226200000000001,https://data.cooperationdatabank.org/id/ENG00026,http://dx.doi.org/10.1080/17565529.2016.1174664,['https://data.cooperationdatabank.org/vocab/prop/anonymityManipul'],0.5,https://data.cooperationdatabank.org/id/anonymitymanipul/high,https://data.cooperationdatabank.org/id/anonymitymanipul/low,https://data.cooperationdatabank.org/vocab/prop/anonymityManipul_H1,SmallPositiveES
17,https://data.cooperationdatabank.org/id/ENG00026_1.4.1.3.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.583938,16.0,https://data.cooperationdatabank.org/id/ENG00026_1.4.1,https://data.cooperationdatabank.org/id/ENG00026_1.4.3,https://data.cooperationdatabank.org/id/ENG00026_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,8.0,8.0,1.32067,1.1336700000000002,-0.41671099999999994,1.58459,https://data.cooperationdatabank.org/id/ENG00026,http://dx.doi.org/10.1080/17565529.2016.1174664,['https://data.cooperationdatabank.org/vocab/prop/anonymityManipul'],0.5,https://data.cooperationdatabank.org/id/anonymitymanipul/high,https://data.cooperationdatabank.org/id/anonymitymanipul/medium,https://data.cooperationdatabank.org/vocab/prop/anonymityManipul_H2,LargeMediumPositiveES
18,https://data.cooperationdatabank.org/id/ENG00026_1.4.2.3.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.240064,16.0,https://data.cooperationdatabank.org/id/ENG00026_1.4.2,https://data.cooperationdatabank.org/id/ENG00026_1.4.3,https://data.cooperationdatabank.org/id/ENG00026_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,8.0,8.0,1.25167,1.1336700000000002,-0.743441,1.22357,https://data.cooperationdatabank.org/id/ENG00026,http://dx.doi.org/10.1080/17565529.2016.1174664,['https://data.cooperationdatabank.org/vocab/prop/anonymityManipul'],0.5000000000000001,https://data.cooperationdatabank.org/id/anonymitymanipul/low,https://data.cooperationdatabank.org/id/anonymitymanipul/medium,https://data.cooperationdatabank.org/vocab/prop/anonymityManipul_H3,SmallPositiveES
19,https://data.cooperationdatabank.org/id/ENG00046_1.1.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/cooperation,-0.107399,997.0,https://data.cooperationdatabank.org/id/ENG00046_1.1.1,https://data.cooperationdatabank.org/id/ENG00046_1.1.2,https://data.cooperationdatabank.org/id/ENG00046_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,495.0,502.0,4.05,6.15,-0.23163699999999998,0.0168388,https://data.cooperationdatabank.org/id/ENG00046,http://dx.doi.org/10.1016/j.jpubeco.2007.11.004,['https://data.cooperationdatabank.org/vocab/prop/anonymityManipul'],0.06316658673287293,https://data.cooperationdatabank.org/id/anonymitymanipul/high,https://data.cooperationdatabank.org/id/anonymitymanipul/low,https://data.cooperationdatabank.org/vocab/prop/anonymityManipul_H1,NullFinding
20,https://data.cooperationdatabank.org/id/ENG00046_1.2.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.0249041,997.0,https://data.cooperationdatabank.org/id/ENG00046_1.2.1,https://data.cooperationdatabank.org/id/ENG00046_1.2.2,https://data.cooperationdatabank.org/id/ENG00046_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,500.0,497.0,5.69,4.7,-0.0992466,0.149055,https://data.cooperationdatabank.org/id/ENG00046,http://dx.doi.org/10.1016/j.jpubeco.2007.11.004,['https://data.cooperationdatabank.org/vocab/prop/anonymityManipul'],0.06330490196159529,https://data.cooperationdatabank.org/id/anonymitymanipul/high,https://data.cooperationdatabank.org/id/anonymitymanipul/low,https://data.cooperationdatabank.org/vocab/prop/anonymityManipul_H1,NullFinding
21,https://data.cooperationdatabank.org/id/ENG00046_1.3.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.105503,499.0,https://data.cooperationdatabank.org/id/ENG00046_1.3.1,https://data.cooperationdatabank.org/id/ENG00046_1.3.2,https://data.cooperationdatabank.org/id/ENG00046_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,250.0,249.0,7.79,3.58,-0.0700993,0.28110599999999997,https://data.cooperationdatabank.org/id/ENG00046,http://dx.doi.org/10.1016/j.jpubeco.2007.11.004,['https://data.cooperationdatabank.org/vocab/prop/descriptiveNorm'],0.08941546667628572,https://data.cooperationdatabank.org/id/descriptivenorm/no_information,https://data.cooperationdatabank.org/id/descriptivenorm/low_cooperation,https://data.cooperationdatabank.org/vocab/prop/descriptiveNorm_H1,NullFinding
22,https://data.cooperationdatabank.org/id/ENG00046_1.3.1.3.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.14669000000000001,499.0,https://data.cooperationdatabank.org/id/ENG00046_1.3.1,https://data.cooperationdatabank.org/id/ENG00046_1.3.3,https://data.cooperationdatabank.org/id/ENG00046_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,250.0,249.0,7.79,2.82,-0.029026299999999998,0.32240599999999997,https://data.cooperationdatabank.org/id/ENG00046,http://dx.doi.org/10.1016/j.jpubeco.2007.11.004,['https://data.cooperationdatabank.org/vocab/prop/descriptiveNorm'],0.08939445863871771,https://data.cooperationdatabank.org/id/descriptivenorm/no_information,https://data.cooperationdatabank.org/id/descriptivenorm/medium_cooperation,https://data.cooperationdatabank.org/vocab/prop/descriptiveNorm_H2,NullFinding
23,https://data.cooperationdatabank.org/id/ENG00046_1.3.1.4.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-0.0166028,499.0,https://data.cooperationdatabank.org/id/ENG00046_1.3.1,https://data.cooperationdatabank.org/id/ENG00046_1.3.4,https://data.cooperationdatabank.org/id/ENG00046_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,250.0,249.0,7.79,5.2,-0.19208599999999998,0.158881,https://data.cooperationdatabank.org/id/ENG00046,http://dx.doi.org/10.1016/j.jpubeco.2007.11.004,['https://data.cooperationdatabank.org/vocab/prop/descriptiveNorm'],0.08946355124200231,https://data.cooperationdatabank.org/id/descriptivenorm/no_information,https://data.cooperationdatabank.org/id/descriptivenorm/high_cooperation,https://data.cooperationdatabank.org/vocab/prop/descriptiveNorm_H3,NullFinding
24,https://data.cooperationdatabank.org/id/ENG00046_1.3.2.3.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.06827029999999999,498.0,https://data.cooperationdatabank.org/id/ENG00046_1.3.2,https://data.cooperationdatabank.org/id/ENG00046_1.3.3,https://data.cooperationdatabank.org/id/ENG00046_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,249.0,249.0,3.58,2.82,-0.10743699999999999,0.24397800000000003,https://data.cooperationdatabank.org/id/ENG00046,http://dx.doi.org/10.1016/j.jpubeco.2007.11.004,['https://data.cooperationdatabank.org/vocab/prop/descriptiveNorm'],0.0896221429896442,https://data.cooperationdatabank.org/id/descriptivenorm/low_cooperation,https://data.cooperationdatabank.org/id/descriptivenorm/medium_cooperation,https://data.cooperationdatabank.org/vocab/prop/descriptiveNorm_H4,NullFinding
25,https://data.cooperationdatabank.org/id/ENG00046_1.3.2.4.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-0.168007,498.0,https://data.cooperationdatabank.org/id/ENG00046_1.3.2,https://data.cooperationdatabank.org/id/ENG00046_1.3.4,https://data.cooperationdatabank.org/id/ENG00046_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,249.0,249.0,3.58,5.2,-0.34397300000000003,0.00795884,https://data.cooperationdatabank.org/id/ENG00046,http://dx.doi.org/10.1016/j.jpubeco.2007.11.004,['https://data.cooperationdatabank.org/vocab/prop/descriptiveNorm'],0.08962214298964416,https://data.cooperationdatabank.org/id/descriptivenorm/low_cooperation,https://data.cooperationdatabank.org/id/descriptivenorm/high_cooperation,https://data.cooperationdatabank.org/vocab/prop/descriptiveNorm_H5,NullFinding
26,https://data.cooperationdatabank.org/id/ENG00046_1.3.3.4.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-0.2319,498.0,https://data.cooperationdatabank.org/id/ENG00046_1.3.3,https://data.cooperationdatabank.org/id/ENG00046_1.3.4,https://data.cooperationdatabank.org/id/ENG00046_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,249.0,249.0,2.82,5.2,-0.408145,-0.055653999999999995,https://data.cooperationdatabank.org/id/ENG00046,http://dx.doi.org/10.1016/j.jpubeco.2007.11.004,['https://data.cooperationdatabank.org/vocab/prop/descriptiveNorm'],0.08962214298964415,https://data.cooperationdatabank.org/id/descriptivenorm/medium_cooperation,https://data.cooperationdatabank.org/id/descriptivenorm/high_cooperation,https://data.cooperationdatabank.org/vocab/prop/descriptiveNorm_H6,SmallNegativeES
27,https://data.cooperationdatabank.org/id/ENG00055_1.1.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-0.4263,191.0,https://data.cooperationdatabank.org/id/ENG00055_1.1.1,https://data.cooperationdatabank.org/id/ENG00055_1.1.2,https://data.cooperationdatabank.org/id/ENG00055_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,96.0,95.0,15.341,18.322,-0.713144,-0.139457,https://data.cooperationdatabank.org/id/ENG00055,http://dx.doi.org/10.1257/aer.98.2.376,['https://data.cooperationdatabank.org/vocab/prop/publicGoodBadFrame'],0.14485081901457722,https://data.cooperationdatabank.org/id/publicgoodbadframe/public_bad,https://data.cooperationdatabank.org/id/publicgoodbadframe/public_good,https://data.cooperationdatabank.org/vocab/prop/publicGoodBadFrame_H1,SmallNegativeES
28,https://data.cooperationdatabank.org/id/ENG00055_1.2.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.33922199999999997,191.0,https://data.cooperationdatabank.org/id/ENG00055_1.2.1,https://data.cooperationdatabank.org/id/ENG00055_1.2.2,https://data.cooperationdatabank.org/id/ENG00055_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,96.0,95.0,16.95,17.597,0.053549599999999996,0.624895,https://data.cooperationdatabank.org/id/ENG00055,http://dx.doi.org/10.1257/aer.98.2.376,['https://data.cooperationdatabank.org/vocab/prop/gender'],0.14474542735588722,https://data.cooperationdatabank.org/id/gender/f,https://data.cooperationdatabank.org/id/gender/m,https://data.cooperationdatabank.org/vocab/prop/gender_H1,SmallPositiveES
29,https://data.cooperationdatabank.org/id/ENG00055_1.3.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.20845500000000003,130.0,https://data.cooperationdatabank.org/id/ENG00055_1.3.1,https://data.cooperationdatabank.org/id/ENG00055_1.3.2,https://data.cooperationdatabank.org/id/ENG00055_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,79.0,51.0,14.6,24.7,-0.144519,0.561429,https://data.cooperationdatabank.org/id/ENG00055,http://dx.doi.org/10.1257/aer.98.2.376,['https://data.cooperationdatabank.org/vocab/prop/society'],0.1995401258156568,Khasi,Other,https://data.cooperationdatabank.org/vocab/prop/society_H1,SmallPositiveES
30,https://data.cooperationdatabank.org/id/ENG00055_1.3.1.3.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,1.6109799999999999,140.0,https://data.cooperationdatabank.org/id/ENG00055_1.3.1,https://data.cooperationdatabank.org/id/ENG00055_1.3.3,https://data.cooperationdatabank.org/id/ENG00055_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,79.0,61.0,14.6,13.4,1.2273,1.99465,https://data.cooperationdatabank.org/id/ENG00055,http://dx.doi.org/10.1257/aer.98.2.376,['https://data.cooperationdatabank.org/vocab/prop/society'],0.16856748034263525,Khasi,Other,https://data.cooperationdatabank.org/vocab/prop/society_H1,LargeMediumPositiveES
31,https://data.cooperationdatabank.org/id/ENG00060_1.2.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,3.4149300000000005,172.0,https://data.cooperationdatabank.org/id/ENG00060_1.2.1,https://data.cooperationdatabank.org/id/ENG00060_1.2.2,https://data.cooperationdatabank.org/id/ENG00060_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,98.0,74.0,1.65333,2.09833,2.94447,3.8854,https://data.cooperationdatabank.org/id/ENG00060,http://dx.doi.org/10.1007/s10683-011-9274-8,['https://data.cooperationdatabank.org/vocab/prop/nationality'],0.15914866023229604,CZE,USA,https://data.cooperationdatabank.org/vocab/prop/nationality_H1,LargeMediumPositiveES
32,https://data.cooperationdatabank.org/id/ENG00072_1.1.1.2.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,0.662243,62.0,https://data.cooperationdatabank.org/id/ENG00072_1.1.1,https://data.cooperationdatabank.org/id/ENG00072_1.1.2,https://data.cooperationdatabank.org/id/ENG00072_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,18.0,44.0,3.19,3.64,0.101612,1.2228700000000001,https://data.cooperationdatabank.org/id/ENG00072,http://dx.doi.org/10.1016/j.joep.2007.07.008,['https://data.cooperationdatabank.org/vocab/prop/partnerPerceptionLevel'],0.26456778952668497,https://data.cooperationdatabank.org/id/partnerperceptionlevel/high,https://data.cooperationdatabank.org/id/partnerperceptionlevel/low,https://data.cooperationdatabank.org/vocab/prop/partnerPerceptionLevel_H1,LargeMediumPositiveES
33,https://data.cooperationdatabank.org/id/ENG00072_1.1.1.3.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-0.41156899999999996,36.0,https://data.cooperationdatabank.org/id/ENG00072_1.1.1,https://data.cooperationdatabank.org/id/ENG00072_1.1.3,https://data.cooperationdatabank.org/id/ENG00072_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,18.0,18.0,3.19,4.77,-1.0717700000000001,0.248633,https://data.cooperationdatabank.org/id/ENG00072,http://dx.doi.org/10.1016/j.joep.2007.07.008,['https://data.cooperationdatabank.org/vocab/prop/partnerPerception'],0.3333333333333333,https://data.cooperationdatabank.org/id/partnerperception/attractive,https://data.cooperationdatabank.org/id/partnerperception/unattractive,https://data.cooperationdatabank.org/vocab/prop/partnerPerception_H1,SmallNegativeES
34,https://data.cooperationdatabank.org/id/ENG00072_1.1.2.3.d,https://data.cooperationdatabank.org/id/dependentvariable/contributions,-1.00181,62.0,https://data.cooperationdatabank.org/id/ENG00072_1.1.2,https://data.cooperationdatabank.org/id/ENG00072_1.1.3,https://data.cooperationdatabank.org/id/ENG00072_1,https://data.cooperationdatabank.org/id/betweenorwithinparticipantsdesign/1,44.0,18.0,3.64,4.77,-1.57784,-0.42578,https://data.cooperationdatabank.org/id/ENG00072,http://dx.doi.org/10.1016/j.joep.2007.07.008,['https://data.cooperationdatabank.org/vocab/prop/partnerPerception'],0.3133340680552737,https://data.cooperationdatabank.org/id/partnerperception/attractive,https://data.cooperationdatabank.org/id/partnerperception/unattractive,https://data.cooperationdatabank.org/vocab/prop/partnerPerception_H1,LargeMediumNegativeES
